prediction;gold;sentence 
positive;positive;lustiger und spannender film.
negative;negative;e geht damit los, das zeus seinen herrscherblitz vermisst und einfach mal poseidon sohn percy de diebstahls verdã¤chtigt.
negative;positive;aber: e ist eine comicverfilmung, demzufolge wã¼rde ich da gemetzel unter comicgewalt abhaken zumal der streifen e auch schafft im grã¶ãÿten blutbad noch kleine gag einzustreuen.die generelle handlung ist zwar eigentlich nur da xte mal die alte â€žgut gegen bã¶seâ€œ leier, trotzdem gibt e bi zum gigantischen showdown bei dem sich snipe und dorff gegenã¼berstehen eine logische und abwechslungsreiche handlung mit kniffen und wendungen.
negative;positive;wer mich wirklich begeistert hat, war die absolut grandiose kate winslet.
negative;positive;sie nehmen drogen, schlagen frauen, treiben e mit alten glatzkã¶pfigen mã¼ttern ihrer eigenen freunde - ach, wa zã¤hlt schon freundschaft hier, nur ein wechsel von beleidigungen.
positive;positive;da gleiche hã¤tte man auch irgendwo in abgelegenen gegenden nord-oder sã¼ddeutschlands drehen kã¶nnen.
positive;positive;ich habe mich bei dem film prã¤chtig amã¼siert.
positive;positive;da e nicht ã¼bermã¤ãÿig blutig war oder zu sehr an final destination angelehnt gibt's nen daumen hoch.
negative;positive;unbedingt anschauen!
negative;positive;allen, die jetzt diese beiden filme vergleichen, kann ich nur sagen, das e fã¼r mich ganz schwer ist dy zu tun, da die filme einfach grundverschieden sind und tdkr eher noch mit batman begin zu vergleichen ist.
positive;positive;dieser film zeigt da wahre glã¼ck eines jungen mann .
negative;negative;der grã¶ãÿte pluspunkt ist in meinen augen die wirklich feine, hauchzarte liebesbeziehung.
positive;negative;ansonsten waren die witze ganz ok.
positive;positive;eine im ersten moment ziemlich schwach klingende form der resteverwertung: john cho kam am rande in allen drei â€žamerican pieâ€œ filmen vor (â€žfinchâ€œ darsteller eddie kaye thomas taucht dafã¼r hier am rande auf) und kal penn war der schrã¤ge inder in â€žparty animalsâ€œ (dessen star ryan reynolds einen kurzauftritt al schwuler krankenpfleger hat) â€“ und dieser film macht die beiden randdarsteller zu hauptfiguren.
positive;positive;er zeigt un wie schã¶n da leben sein kann.
positive;positive;alle leute wissen e kubrick ist der king yo!
positive;positive;groãÿ und ganzem lohnt e sich echt total da geld fã¼r den film auszugeben.
negative;positive;man kann sich wohl nur schwer vorstellen wa die opfer erleiden mã¼ssen.
negative;negative;hier ist mirror leider nicht ohne fehler.
positive;positive;die nebendarsteller finde ich persã¶nlich wiederum sehr gut in szene gesetzt.
negative;positive;der film ist genauso genial wie starship troopers!
positive;positive;aber irgendwie kommt sie noch authentischer rã¼ber, wa nicht zuletzt auch an der klasse performance von der jungen ridley liegt.
positive;positive;e ist ein starker film, mit tollen schauspielern, eindrucksvollen momenten und toller musik.
negative;positive;ich leibe es!!!!!!!!!
negative;positive;die subtext botschaft ist zwar etwas sehr aufdringlich dargestellt, aber da ist bei solchen streifen meistens der fall und stã¶rte auch nicht weiter.
positive;positive;"da ich ein groãÿer ""herr der ringe""- fan bin, ging ich mit starken erwartungen in peter jackson neuen film."
negative;positive;dort lã¤uft nichts so, wie van damme sich da wã¼nscht.
positive;positive;doch jeder sollte seine eigene sichtweise bilden, im endeffekt ist die aussage de film nichtsdestotrotz deutlich erkennbar.
positive;positive;nero zã¼ndet einfach nicht wie er sollte, nicht weil eric bana ihn nicht wirklich gut spielen wã¼rde, sondern weil die figur zu wenig platz einnimmt.
positive;negative;e gibt sicherlich leute die einen solchen film und eine solche erzã¤hlweise sehr mã¶gen, aber da dã¼rften wohl eher weibliche zuschauer sein.
negative;positive;e handelt sich hierbei nur zur unterhaltung kino dienen zur unterhaltung und sonst nichts.
negative;positive;dafã¼r wird der film immer besser - und da ist ja, wa zã¤hlt!
positive;positive;letzter negativer aspekt war da schnelle umschalten am schluss, wobei zwischen dem ende de kampfes gegen ultron und dem neuanfang der avenger nur ein paar sekunden lagen.
negative;positive;viele wissen auch nicht, das casino royale vor allen anderen spielt, e somit sehr passend ist, das der james bond noch etwas roh ist, nochnicht auf jahrelange erfahrung und gentlemanhaften charme zurã¼ckgreift.
negative;positive;spannand und logisch wird die geschicht nicht ohne witz erzã¤hlt.
negative;positive;"doch wie entwickelt sich so ein ich nenne ihn mal ""feldversuch der liebe"" wenn die eine hã¤lfte zuviel fordert und die andere sich davon ã¼berfordert sieht?"
positive;positive;"...vermisse ich doch bei einigen, die hier vorschnell sowohl ã¼ber die neuen bond-filme im allgemeinen, al auch ã¼ber ""ein quantum trost"" im besonderen urteilen und alles neue - teils bessere - in unã¼berlegter ""hsn, bla, da ist anders al gewohnt und deshalb schlecht""-manier totmeckern."
negative;negative;der chilenische regisseur pablo larraã­n hat sich mit spannenden, vielschichtigen werken wie â€žno!â€œ (kritik) und â€žel clubâ€œ (kritik) zu einem liebling der internationalen festival entwickelt.
positive;negative;glã¤nzende leistung der schauspieler?
positive;positive;fazit: ein bond abenteuer, das man schon in den 60er, zu connerys zeiten zu sehen bekam!
negative;positive;einzige kritik war fã¼r mich die ã¼berzogene szene al klein-kirky auf dem eisplanet gegen ã¼bermã¤chtige monsterwesen kã¤mpfen muãÿte bi old-spocky in gerettet hat.
positive;positive;alles in allem ein sehr gelungener film.
negative;positive;vielleicht das man etwas verleugnet, wa die opfer von distomo in sich nicht verleugnen kã¶nnen, hier erfahrungswelten nicht kommensurabel aufeinander treffen?
negative;positive;danke!
negative;positive;wer da auch tut und eine ahnung hat, woher ich diesen film auf video oder dvd bekomme, mã¶ge sich bei mir melden!
negative;positive;"wa ganz amã¼sant ist, ist das woody allen sich spã¤ter auf den film ""zurã¼ckbezieht""."
positive;positive;i find it interesting that both of these film are able to take religious faith seriously, because their main character do, without taking the doctrine, itself, very seriously.
positive;positive;die story de film ist ã¼berraschend intelligent gemacht.
negative;positive;ich wã¼rde am liebsten noch mal reingehen
negative;negative;ich habe mir den film in 3d angesehen und mus sagen, das mich die 3d-effekte nicht umgehauen haben.
negative;positive;die situation wird immer auswegsloser.
positive;negative;wa bei einem computerspiel sehr gut funktioniert klappt meiner -persã¶nlichen- meinung hier aber ã¼berhaupt nicht gut.
positive;positive;nach dem enttã¤uschenden vierten film, vll.
negative;positive;neugierig sucht er den ort auf und findet die frau ohnmã¤chtig vor.
positive;positive;ansonsten fã¼r mich der beste film seit jahren: ein meisterwerk!
positive;positive;kein happy end oder ein schã¶n geredetes trauriges ende, sondern einfach nur eine mã¶gliche wahrheit, die in voller hã¤rte endet.
negative;positive;immerhin sind meldungen ã¼ber terroranschlã¤ge auf amerkianische truppen im irak, wenn denn noch bereichtet wird, lã¤ngst zur gewohnheit geworden.
positive;positive;"nun ja wa man von ""kill bill vol.1"" erwartet hatte wurde allemal bestã¤tigt, doch leider kann man da von ""kill bill vol.2"" nicht ganz behaupten."
positive;positive;vielleicht war der filmstarts-kritiker auch besoffen, al er den film geguckt hat... haha.
negative;positive;wenigstens sind die frau wehrhaft, doch erst zum schluss entscheidet sich, wer ã¼berlebt oder crawler-futter ist.
negative;positive;dy ist ein solcher.
positive;positive;sehr gut recherchierter und produzierter dokumentarfilm ã¼ber da amerikanische drohnenprogramm.
positive;negative;da cgi war hervorragend und der absturz sah sehr realistisch aus.
negative;positive;aber da salz in der suppe bei diesem meisterwerk der 007 reihe war die titelmusik, welche die entsprechenden szenen erst so richtig unterstrich !!
positive;positive;mus man einfach gesehen haben.
negative;negative;"""ein wã¼rdiger abschluss."""
negative;positive;alle charaktere sind sind hervorragend ausgedacht und besetzt, die buchverkã¤uferin, und der kleine chinese der in smarttech arbeitet sowie andys cheffin die jeden morgen die gleiche musik dvd spielt.
negative;negative;die meist alles andere al feinfã¼hlig getimten dialoge bieten immerhin einige saukomische zeilen.
positive;negative;ich glaube, das eine aktion in dieser art garantiert eine solidere und vor allem weitaus kreativere basis fã¼r die fortsetzung einer der tollsten geschichten in der filmgeschichte gebracht hã¤tte.
negative;positive;dieser teil beinhaltet mehr abwechslung wa orte angeht und e sind auch mehrere charaktere vorhanden.
positive;negative;fazit: selbst al fan von rowan atkinson nicht zu empfelen.
negative;positive;tagein, tagaus kommen leute au dem viertel zu ihm und bitten ihn um geld, kleine betrã¤ge, ã¼ber die er sorgsam buch fã¼hrt und fã¼r die er sich sicherheiten geben lã¤sst.
positive;positive;da revival von terry benedikt zb.
positive;positive;your precious love.
positive;positive;"weiterhin erwã¤hnenswert: ewen bremner al nervender verschmã¤hter lover, peter dinklage al ãœberraschungsgast auf der beerdigung, peter vaughan al schrulliger onkel alfie, rupert graf al erfolgreicher, aber abgebrannter schriftsteller und kris marshall al troy, der heimlich coole ""tablettenmischungen"" unter die leute bringt."
positive;positive;aber: ich habe mir fest vorgenommen, diesen film erstmal selbst nach mã¶glichkeit verstehen zu versuchen, bevor ich irgendwas darã¼ber sonstwo lese.
negative;positive;pulp fiction ist ein sehr guter film dennoch fehlte in diesem film die action.man hat eig nie mit einer person mitgelitten,ansonsten topfilm mit einer geilen story!
positive;negative;die hier schon erwã¤hnten kritiken (warum weiãÿe mittelstandsfamilie im zentrum, warum coca cola werbung) mã¶chte ich an einem punkt unterstreichen.
negative;positive;auch wa die besetzung angeht hat jackson keine fehler gemacht.
negative;negative;vorher bekannt.
negative;negative;die kampfszenen waren ebenfalls nicht besonders spektakulã¤r, so das ich nicht aufgepasst habe.
negative;positive;hab noch nie so ein stilles kino erlebt (und e war voll!).
negative;positive;danach klingt jedes verdammte tã¼rknarren nach diesem...ja wa gibt die ermordete eigentlich von sich??
negative;positive;"wer ""billy elliot"" oder ""popularmusik au vittula"" mag - der wird hier ganz auf seine kosten kommen (auch wenn die ""musik al befreiung"" hier eher eine untergeordnete rolle spielt.)"
positive;positive;man wird richtig in seinen bann gezogen und da aktuelle thema ist sehr, sehr interessant.
positive;positive;auf jeden fall ist da endlich mal ein film, der jeden anspricht.
positive;negative;den soundtrack kann man sich getrost kaufen, der ist auch ohne film gut.
negative;positive;einfach grandios.
positive;negative;der filminhalt erschlieãÿt sich mir nicht.
positive;positive;fã¼r mich ein spannender film mit joseph gordon-levitt,man mus sich aber auf die ungewã¶hnliche kamera einstellen.
negative;negative;da thema selbst kann e nicht sein, die grauenhafte pervertiertheit die snuffvideos innewohnt al thema zu wã¤hlen ist mit hohem risiko verbunden, zumal der einblick in diese ekelhaftigkeit notwendig ist, um eine auseinandersetzung mit dem thema beginnen zu kã¶nnen.
negative;positive;aber gerade diese momente machen die ganze geschichte realer, greifbarer und nahbarer.
negative;positive;[â€¦]als stimme eines guten gewissens mit ausgeprã¤gtem rechts/unrechtsempfinden haut der cap ein paar stellvertretende kernsã¤tze raus (â»this isnâ€™t freedom.
positive;negative;oder kurz gesagt mein grã¶ãÿtes angstszenario fã¼r den namen pacific rim ist eingetreten: e ist fast wie ein transformers-film.
negative;positive;so kann man interesse fã¼r die kunst wecken, die au einem prallen leben heraus entsteht.
positive;positive;interessant finde ich, das der zuschauer jigsaw persã¶nlich im laufe de film zu gesicht bekommt.
positive;positive;orks und menschen sehen so dreckig au und man sieht ihnen die spuren de kampfes schon an.
positive;positive;dann der vorwurf an jj alles abzukupfern, um sicher gehen zu kã¶nnen, das der film auch einschlã¤gt, naja, genau ein solcher vorwurf ist lã¤cherlich.
negative;positive;aber e ist und bleibt sehr gewagt wa herr boll da abgeliefert hat, denn sicher (nur zugeben wird da natã¼rlich kaum einer, genau wie auch niemand je eine modern talking platte gekauft hat) erwischt sich der eine oder andere zuschauer ab und an dabei, heimlich ein klein wenig sympathie fã¼r diesen killer zu empfinden... handwerklich gut und solide gemacht, im verhã¤ltnis zum budget wirklich gelungen.
negative;positive;gesehen.
negative;negative;wa soll da ?
positive;positive;jedoch empfand ich die letzte einstellung de film vor dem abspann al vollkommen unnã¶tig und unpassend fã¼r die gesamte szenerie de films.
positive;positive;und love, simon tut wirklich viel dafã¼r, das genau diese normalitã¤t immer mehr zunimmt.
negative;negative;3.
positive;negative;so auch leider hier ... zwar schaft der film (durch bilder und musik) eine bedrã¼ckende atmosphã¤re, aber da kann eine wirklich schlechte story nicht retten.
positive;positive;also, rein und ablachen!
positive;positive;und da furcht einflã¶ssende ende, in dem kubrick stellen weise sogar mit der â€žshining-atmosphã¤reâ€œ arbeitet.
positive;positive;wirklich klasse film.
negative;positive;ich fand den film echt gut, ich hab ihn schon total oft angeguckt und hab ihn auch auf dvd!
negative;positive;sogar beim 10. mal hab ich noch geweint!
positive;positive;wir sind eingefleischte animations-filme fan und dieser ist absoluter spitze.
positive;positive;"auch al gangsterbraut sasori (welche auf dem tatsã¤chlichen vierteiligen film ""sasori"" basiert, geht er voll auf und trã¤gt unheimlich zum witz und charme de filmes bei."
positive;positive;selbst richtig gut visualisierte filme kommen an da niveau von kubrick lã¤ngst nicht heran.
positive;positive;wenn man sich die anderen x-men wegdenkt denn ansonsten ergibt ein groãÿteil der story keinen wirklichen sinn zb: wolverine erinnert sich an nagasaki obwohl da vor seinem kopfschuss passierte , wolverine lebt auf einmal einsam in den bergen obwohl in x-men 3 so etwas nicht einmal angedeutet wird naja ich hoffe ich hab euch damit den film nicht vermiest
negative;positive;der religiã¶se teil, der wahnsinn, die sozialen aspekte und ganz besonders der eigene ãœberlebenstrieb gegenã¼ber dem ãœberleben der menschheit, sind allesamt sehr authentisch reprã¤sentiert worden.
positive;positive;nun kommt nã¤mlich endlich wieder mal ein richtiger actionfilm in kino.
negative;negative;auch zieht sich die eigentlich ganz interessante handlung viel zu lang hin.
negative;positive;"ich wollte da richtig machen wa scream nicht gelungen ist, eine horrorkomã¶die die in erster linie witzig ist.das sagte keenen ivory wayans im interview zu scary movie ""scream""(10/10) ist zwar nicht vã¶llig witzlos, doch scary movie wollte nur den humor.generell kann scary movie al gegenstã¼ck zu scream gesehehn werden."
positive;positive;tolle schauspieler, sehr schã¶ne filmmusik, gut recherchierte geschichte ( ja - dali war so ein schrã¤ger typ!
negative;positive;"auf diesis ende spielt der ganze film sich durch hã¶hen und tiefen hindurch zu, und schafft e tatsã¤chlich am ende, jeden charakter mit einem lachenenden und einem weinenden auge zufriedenzustellen: stephen schafft den (vermeintlich) perfekten betrug und stirbt in dieser gewissheit, bloom ist frei und kann nun bei penelope bleiben (die mittlerweile ihr haus in die luft gesprengt hat; sie hat eben einiges von bang bang gelernt)."
positive;positive;"also ich fand den film wirklich sehr gut, viel besser al ""roadtrip"" (welcher ja von den selben machern ist)!"
negative;positive;deshalb kommen die bewegungen der figuren hier auch wesentlich flã¼ssiger rã¼ber.
positive;negative;tja, ein film wo die inhaltsangabe eigentlich da wesentlichste wiedergegeben hat und man sich den rest denken kann â€“ und so ist e auch hier.
negative;positive;mir fehlt der tod von barricade (dieser wird in der zusatzlektã¼re von prime noch erledigt) und auch sonst gibt e ein paar ungereimtheiten.
negative;positive;e scheint, al lieãÿen sich der eine oder der andere beim ersten mal durch zu vieles ablenken.
negative;positive;sein name: snake plissken.
negative;negative;die handlung selbst basiert lose auf der wahren geschichte de balian von ibelin, doch leider wurde diese von scott recht flach und spã¤rlich umgesetzt, so das eigentlich zu keinem zeitpunkt so etwas ã„hnliches wie spannung aufgebaut werden kann.
negative;positive;ich habe den film da erste mal bruchteilhaft im tv gesehen.
negative;positive;wã¤hrend anfangs die charaktere gerade durch die ungewã¶hnliche erzã¤hlstruktur erstaunlich blass daherkommen, wandelt sich dy im laufe de filmes.
negative;negative;kein wã¼rdiger nachfolger!
positive;positive;der humor kommt bei diesem film sehr gut und reichlich rã¼ber und schwã¤cht etwas die dramatik ab, die auf da deutsche denken anspielt.
negative;positive;kurz vor seiner krã¶nung zum kã¶nig von bayern im jahr 1864 und in stã¼ckelung den zeitraum bi zu seinem ende.
positive;negative;fazit: schaut diesen film nicht an, eine einzige katastrophe!!!!!
negative;positive;cineastisch besonders lohnenswert!
positive;positive;adrenalin geschwã¤ngerte unterhaltung.
negative;negative;nein danke.
negative;positive;schã¶ne romanze, mit sehr interessanten menschenbildern- und entwicklungen, sowie intellektuell andregender themen!
negative;positive;rush hour 2 ist ein sensationel witziger film, und ohne chris tucker wã¤re er halb so gut und halb so erfolgreich gewesen, ihn al nervensã¤ge im film zu machen ist nicht okay.. finde den film grossartig.
negative;negative;die story ist langweilig und die schauspieler ã¼berzeugen keine sekunde lang.
positive;negative;der film ist definitiv kein schlechter, doch anbetrachts seiner vorgã¤nger und jeder menge kleiner schwã¤chen ist er fã¼r mich der schlechteste der reihe.
positive;positive;ein meilenstein in der krimiabteilung - kult film!
positive;negative;allerdings kann dy noch lange keinen guten film ausmachen, soda da team wie so oft cop-filmen (oder bei helden allgemein) auf die konfrontation seiner protagonisten setzte.
negative;positive;das sie â¾ de streifens nicht spricht und daher ihre screentime im nonverbalen bereich nutzen muss, macht e noch gewaltiger wa diesis mã¤dchen mit ihrer mimik vollbringt â€“ bitte mehr davon!!
positive;negative;gute ansã¤tze, viel leidenschaft und doch kratzt der film zum grã¶ãÿten teil und in fast allen bereichen nur an der oberflã¤che.
positive;negative;naja, der film ist okay, nix ã¼berragendes, ebend guter durchschnitt.
positive;positive;â€žking arthur: legend of the swordâ€œ ist fã¼r mich die fast perfekte mischung au fantasy-spektakel und historie.
positive;positive;"absolut tiefsinnig und absichtlich ""langsam"" erzã¤hlt, wie man e erwarten konnte."
positive;positive;wer den film, eines der grã¶ãÿten meisterwerke, die e meiner meinung nach gibt, bi jetzt noch nicht gesehen hat: ihr werdet e nicht bereuen!
negative;positive;na bitte, e geht doch!
negative;positive;...ich mus anderswo suchen.
negative;positive;beim tanzen lassen sie ihren ganzen frust raus.
positive;positive;"schon al ich hã¶rte, das dy der ablã¶ser de kultfilmes ""rocky horror picture show"" ist, war mir klar, das ich diesen film unbedingt sehen muss!"
positive;positive;"die ehemalige referenz in sachen spionage-film hat schon vor langer zeit ernst zu nehmende konkurrenz bekommen und hat sich mit daniel craig in ""casino royal"" einer frischzellenkur unterzogen, die den altbackenen stoff der kalter-krieg-spionage in die neue zeit katapultiert hat, in der weder da bã¶se noch da gute klar definiert und eindimensional sind."
positive;positive;ein guter film, der da wahre gesicht der amis gut zeigt.
positive;positive;zum schluss noch wa zu der brutalitã¤t, mit der man ja bei einem romero-film rechnen darf.
positive;positive;der verlauf de film hat mehr und mehr an spannung zugenommen und die aikidoszenen mit steven seagal wurden sehr gut umgesetzt und vã¶llig ohne double choegraphiert.
positive;positive;umso mehr war ich beeindruckt von diesem meisterwerk.
negative;positive;und zu dieser schweren stunde, wo groãÿbritanien dem krieg nahe ist gegen deutschland, braucht e einen menschen der mit erhobenen hauptes, mut und kraft dem eigenen volk zuspricht.
negative;positive;"boyle ist im westen irland bei der sogenannten ""garde"" al polizist eingestellt und fã¼hrt ein ruhiges und beschauliches leben."
positive;positive;intensive kammerspiel von gedeck ã¼ber einsamkeit und isolation, in seiner existentialistischen fã¤rbung grundbedingungen de menschen berã¼hrend.
positive;positive;doch nun zurã¼ck zum film.
negative;positive;trotzdem kommt, meiner meinung nach, heraus, das viele der jungen auch ihre freude in der napola hatten.
negative;positive;wa nicholas winding refn (â€žwalhalla risingâ€œ, â€žbronsonâ€œ) mit seinem ersten hollywoodfilm geschaffen hat, ist nicht weniger al ein instant- meisterwerk, ein film, perfekt inszeniert und durchcoreographiert, jede szene fã¼r sich ein kunstwerk, wie e wohl selten im kino zu sehen war.
negative;positive;groãÿartige schauspielerische leistung von den mir bi dahin unbekannten vincent cassel, welcher einen bankausraubenden gangster spielt, der seine eigene person weit ã¼berschã¤tzt und dennoch den titel de staatsfeind nummer 1 anstrebt.
negative;positive;im lezten zimmer darf der meister hã¶chst persã¶nlich ran: quentin tarentino.
positive;positive;somit kommt dieser film hier gar nicht mal so schlecht indem er da totale kontrastprogramm fã¤hrt: der film ist zwar mit hochmodernen mitteln inszeniert, gibt sich aber wie ein altmodischer gruselfilm.
negative;positive;er kommt etwas schnell und vergeht - leider - auch wieder schnell.
negative;negative;die gags, bzw die komik ist nicht besonders witzig und die effekte sind ziemlich schlecht, wa aber normal sein mã¼sste, da e fall ich mich nicht irre ein trashfilm ist, bzw an der grenze eines trashfilms ist.
positive;negative;e fehlt nicht nur an einer story, e fehlt an allem.
negative;positive;";)"
negative;positive;die regie von baz luhrmann ist nahezu perfekt.
positive;positive;"trotz wirklich schlimmer bilder, stempelt er die samurai im land der aufgehenden sonne nicht al ""monster"" ab, sondern er lã¤sst sie so gut argumentieren, das man al zuschauer vollkommenes verstã¤ndnis fã¼r deren reaktion hat."
negative;negative;wieso mus jede reihenfolge, jedes ereignis komplett abgeã¤ndert und durch etwas gã¤nzlich neues ersetzt werden?
negative;negative;nein..., e ist auch bisher noch unmã¶glich ã¼berhaupt in die nã¤he der sonne zu gelangen, ohne in reich der fantasie/scifi abzudriften!
negative;positive;aber kurz gesagt man bekommt zu sehen wa man erwartet, schnelle action!
positive;positive;ich habe den film zum 5 mal gesehen und bin immer noch tief beeindruckt.
positive;positive;doch zusã¤tzlich gibt er zum ersten mal grund unser gehirn wã¤hrend de filmes anzukurbeln und regt un zum nachdenken an.
negative;positive;nix verkehrt dran.
positive;positive;"die ã¼berbelichteten, hochgestochenen bilder sind zudem selbst schon kleine kunstwerke fã¼r sich und erinnern an fotografien von larry clark oder dessen filme, ganz besonders ""ken park""."
positive;positive;fã¼r fan also durchaus lohnenswert oder noch etwas mehr...
negative;negative;schade - wenig gute gã¤gs.
positive;negative;action top, aber die story ist so voll mit logiklã¶chern da man glatt sharknado konkurrenz machen kã¶nnte!
positive;positive;and sadece sen ha it...and ha it a lot!
positive;positive;ist ein verdammt genialer film!
negative;positive;die leistungen der hauptdarsteller sind, ohne jetzt ã¼betreiben zu wollen, ausgezeichnet (natã¼rlich in bezug auf die englische originalfassung ohne synchronisation).
positive;positive;denn in form von jude law und jack black steht bald schon die unerwartete rettung in not vor der tã¼r.
negative;positive;in einer szene kommt ennis au dem zelt heraus und ã¼berall liegt schnee und e sieht schlichtweg mã¤rchenhaft aus.
negative;positive;e ist halt ein kinofilm und keine normale folge.
negative;positive;allein die grundidee ist genial.
positive;positive;egal wo man hinblickt, teddybã¤ren sind kuschlig weich, haben immer ein grinsen im gesicht und sind stets al sã¼ãÿ zu empfinden.
positive;positive;dennoch mus man sagen da teil 2 da thema minion bi zur schmerzgrenze ausreizt.
positive;positive;man weiãÿ nie so recht wie e jetzt weitergehen soll, wie er au dieser lage nun wieder herauskommt.
negative;negative;e soll halt irgendwas passieren.
positive;positive;der film wirkt auf mich mehr al beeindruckend.
negative;positive;lediglich die maskenhaftigkeit der mimik aller figuren (ausser bei tifa) bildete einen wermutstropfen.
positive;negative;ein klassischer blockbuster eben, gehirn aus, augen/ohren auf, einen eimer popcorn im arm und beim verlassen de kino hat man den kompletten film schon wieder vergessen.
negative;negative;"al ""unfassbaren schrott"" wã¼rde ich den streifen jetzt nicht bezeichnen, aber selbst die 4 punkte fã¼r ""lau"" wã¤ren schon zu viel de guten."
positive;positive;"ich hab jetzt diesen film ""nur"" 4 sterne gegeben weil der anfang ziemlich verwirrend ist."
positive;negative;ein grausamer film ohne spannung, witz oder logik.
positive;positive;er ist mit abstand da highlight in dem film.
positive;positive;und abgesehen davon, die story ist auch suuuuppi!muss man also unbedingt weiterempfehlen und e macht auch extrem lust auf teil zwei!
positive;positive;der film besteht au traumszenen de protagonisten, die ã¼berspitzt, aber genial dargestellt werden.
positive;positive;"ich sag mal vom tricktechnischen niveau ist der film, wie schon angesprochen wurde, nicht ganz so gut wie ""ratatouille"", weil er von der ""hintergrundsdichte"" einfacher gehalten ist und nicht so fast perfekt und v.a."
negative;negative;schade :(
negative;positive;auãÿerdem stellt sich die frage, wodurch sich ein sogenannter filmkenner ã¼berhaupt auszeichnet.
positive;positive;da mir da leicht gefallen ist, liegt vielleicht damit zusammen, das martels buch unheimlich spannend und berã¼hrend ist.
positive;positive;vielleicht ist e die hauptfigur, oder vielleicht da thema.
negative;positive;die dvd enthalten sind: der hauptfilm auf 2 dvd eine dokumentation zum making-of von love exposure deleted scene da covermotiv ist schã¶n und auch die innenseite ist bedruckt mit einem eindringlichen motiv au dem film.
negative;positive;also ich werd ihn mir auf jedenfall auf dvd kaufen!!
positive;positive;die sowertunion ehrte da gewehr mit einer mã¼nze, mosambik brachte e auf seine flagge, seid ende de kaltenkriegs waren die kalaschnikow zum grã¶ãÿten exportgut de russischenvolks geworden, danach erst kamen vodka, kaviar und selbstmordgefã¤hrdete romanautoren.
negative;positive;ein toller soundtrack kommt hinzu.
negative;negative;e ist zwar keine hauptrolle, aber e ist unterhaltsamer, ihren sprã¼chen zu folgen, al der sich verã¤ndernden anne hathaway zu folgen.
negative;positive;weniger erweichendes gesã¼lze (dennoch pathoseinlagen), mehr authenzitã¤t und ã¤usserst sympathische darsteller runden die sehr gute umsetzung ab.
positive;negative;vã¶llig ã¼berzogenes actionspektakel, welches keinerlei intellektuellen anspruch an sein publikum stellt.
positive;positive;der ultimative horrorfilm der generation heutiger eltern.
negative;positive;wa will man mehr??
positive;negative;ein remake da keiner braucht.
negative;positive;graphic novel de jahres hin oder her.
negative;positive;da ende an sich ist mir zu eindeutig und konventionell, um er mal so zu formulieren.
positive;positive;"deswegen kann man die altersfreigabe ab ""16"" nicht nachvollziehen."
negative;positive;"die beiden jungen hauptdarsteller machen ihre sache wirklich super, die erzã¤hlweise hat mir sehr gefallen (zu beginn die gedanken von ""r"" zu hã¶ren) und die gag sitzen fast immer."
positive;negative;eindeutig , ein film fã¼r grundschã¼ler.
negative;negative;"wenn man zwei stunden bei absoluter dunkelheit vor einem superben tv mit hochwertiger dts-beschallung verbringt und sich nicht ein einziges mal gã¤nsehaut ein- bzw. aufstellt, dann ist da gerã¤t entweder nicht eingeschaltet oder e lã¤uft ""silent hill""."
positive;negative;"in den bourne teilen beeindruckt er doch, genau wie in ""der informant"".."
negative;negative;stattdessen sehen wir lustig tanzende gorilla und hã¶ren ein lied, wie lustig und bunt doch gerade alles ist mit den affen.
positive;negative;walter goodfellow hat doch jedes mal eine ausrede, sich jetzt nicht darum zu kã¼mmern.
positive;negative;da schafft eintã¶nigkeit, die nur durch die nachtaufnahmen ab und an unterbrochen wird.
positive;positive;oldschoolaction in der zukunft!
negative;positive;taylor kitsch gab einen guten john carter ab und lynn collins al dejah thoris war auch sehr ansehnlich.
positive;positive;ok, der film hat auch schon ein paar jahre auf dem buckel â€“ al er 1991 im kino lief war ich 11 jahre alt und la in diversen zeitschriften darã¼ber, aber hatte natã¼rlich keine chance ihn irgendwie mal zu sehen.
negative;positive;empfehlenswert
positive;positive;brilliant.
positive;negative;normalerweise mag ich auch kitschige und traurige filme, aber da war wirklich nur eine aneinanderreihung ã¼bertrieben kitschiger, belangloser szenen.
negative;positive;und man mus ja sagen, das chan bei weitem nicht soviel actionszenen hatte wie in den ersten beiden filmen( liegt wohl an der 53).
negative;positive;abgesehen von der handlung gefã¤llt mir auch der schnitt, die kulisse und die bilder.
negative;positive;berichte ã¼ber die kriminalitã¤t in ciudad juã¡rez - die mexikanische schwesterstadt von el paso/texas - mit den vielen tausend ermordungen im drogenkrieg zeigen, wa escalante mit seinem kleinen, ergreifend inszenierten drama mit beachtlichen schauspielerischen leistungen erheblich verdeutlicht hat.
positive;positive;dennoch wird der film niemals langweilig.
negative;positive;zum einsatz kommen werden.
negative;positive;wa fresnadillo da au seinem ã„rmel schã¼ttelt, ist ein trumpf, der die zuschauer in die sitze bannt.
positive;positive;der film ist echt hart aber sehr gut!hilary swank hat den oscar fã¼r diese rolle wirklich verdient!muss man in seinem dvd regal haben!
positive;positive;die stelle wo joe in seinem cinema sitzt und sich da spiel anschaut und begreift da er nicht alleine auf dem feld ist, fand ich am besten.
positive;positive;wer wert auf eine gute story, geschliffene dialoge und viele gefãƒâ¼hle legt.
