prediction;gold;sentence 
negative;negative;totally disappointing!
negative;negative;i can't understand how you can hire such bad actor in a commercial film production.
negative;negative;kale doesn't like the fact that ashley make other friend besides him and even ha a party.
negative;negative;the story itself wa quite nice, but implementation, well i don't know.
positive;negative;this question is also clarified in the course of the film.
positive;negative;"all in all, ""disturbia"" is a really disappointing film that rank negatively with it genre colleagues."
negative;negative;too bad about the wasted time :-(
positive;negative;especially if you know the ratio and that the calculation of the quota in germany is even more accurate than in the media-governed usa, for example, this whole construct quickly fly into each other, despite normal weakness in such a large survey.
negative;negative;in between, the whole work drag on quite a bit.
negative;negative;no avnung why you shoot a film where you can puke because of the camera, which shake more than an extremely lousy cell phone camera and released in 4kuhd.
positive;negative;chicago is in my opinion not necessarily a deserved oscar winner... there is just too much dancing and singing in this film, and yes, now many will think that it wa to be expected with this film.
negative;negative;"immediately i had to think of ""the golden compass"", there the viewer wa left with more question than answer in the room and you never heard anything again."
negative;negative;the only thing that give this flick another plus point are the effects.
negative;negative;tear of the sun is not a film that can raise the bar for other war films.
positive;negative;the film is also full of primitive and sexist...
negative;negative;it's a film that you can pas the time with, but since the director didn't experiment or take risk in any way and also didn't show much flair, the whole thing unfortunately come across a very bland.
positive;negative;then it should still be about revenge simply top.
negative;negative;i mean, the kid are in narnia for just a few days, and they're fighting with the weapon they've been given, a if they've been practicing for years.... the oldest boy is even put in charge of aslan's rebel army.
negative;negative;just bad, poorly acted with 21st century expression, hardly any suspense.
negative;negative;although i am the biggest fan of boondock saints, the 2nd part ha disappointed me already in the first quarter of an hour.
negative;negative;away from lacquered, one-dimensional kitsch, towards ambivalent complexity.
negative;negative;a a story in itself it's okay, though not special, in the shaky-cam look the number turn out downright unbearable.
negative;negative;or did the creator just want to make a kã¶modie that poke fun at various genres?
negative;negative;what you get to see, however, is le surprising.
negative;negative;we found the film so overloaded and clichã© that we left the auditorium before the film ended, when we realized how the story would end.
negative;negative;this film is complete nonsense, and then also quite boring.
positive;negative;if you are just about to have a nice evening with the exorsist, the omen and further, then you can resort to the exorcism of emily rose without hesitation.
negative;negative;it feel like the only way to create an emotional film wa to come up with a story that would appeal to a many people a possible.
negative;negative;the story is weak.
positive;negative;i am still in the ev.
positive;negative;well, what can you say about that?
negative;negative;"this time a an occult witch hunter; with a spark of ""highlander"" in it ... but unfortunately without a chance."
positive;negative;better than the 1.
positive;negative;there is little attention to detail here and many scene seem superfluous.
positive;negative;even the actor couldn't make up for that with charm, because in the end i really hoped that there wa a deeper meaning between all the cheating.
negative;negative;somewhere i read that the film wa exhausting, among other things.
negative;negative;in between, you sometimes literally feel like you're in the wrong movie, because you seem to have lost the connection to the context.
negative;negative;however, i have to criticize the camera work.
positive;negative;have a nice evening at the movie
positive;negative;13.
positive;negative;"also the sentence from the potsdam conference, ""we want peace for the world"" is a bit too little, if one want to draw a comparison with the war still being waged today (enduring freedom ...)."
negative;negative;if in the original case the perpetrator wa able to save himself, it is now impossible.
negative;negative;[...]it's always the same when the aniston pop up in these r-rated comedy that flirt with the sexiness of being in her mid-forties and cramp swearwords: none of these attempt to break out of the mold of the heartwarming romcom are a good or even a funny a they could be, and occasionally hint at being.[...
positive;negative;but what came out is probably not everyone's cup of tea.
negative;negative;it wa my mistake.
negative;negative;the insight into bond's childhood and thus his psyche remain absolutely superficial, also the relationship with m, who is supposed to be something like a surrogate mother, doe not become tangible at all.
positive;negative;"where ""avatar"" at least still work with a message, the action here run a if pulled on a string and completely without a goal."
negative;negative;here would be the thing with santa claus.
negative;negative;you can talk about the stupid story, the, apart from the main character almost completely superfluous rest of the cast (anyone who writes of the patch with tit and rubber lip she would be good or even better than bad can never have seen good), the completely unnecessary overlength, the completely stupid, downright medieval patriotism (i'm really not an america-opponent, but i'm not constantly running around with ner germany flag), one (or more?)
negative;negative;on the one hand, the disturbed individual ha spared no expense or effort to play lifeguard game with his victims.
negative;negative;parker want to get married, the symbiote fall to earth, j.j..
negative;negative;i expected more.
positive;negative;otherwise, it is technically quite well implemented, the scene are successful.
positive;negative;the synchronize themselves yes also their dã¶del!
negative;negative;the actor in harry potter act reasonably well, with a few exceptions, and ron in particular can really amuse from time to time.
negative;negative;simple-minded a he is, he need the immediate and directly comprehensible link to reality, without which his play would degenerate into unintentional comedy.
negative;negative;the three hour could have been shortened to 90min.
positive;negative;comment the wounded tarantino fan soul speaks.
negative;negative;and despite my wise foresight that nothing special would await me, and my effort to find something to take away from it, a the plot progressed i found it increasingly difficult to ignore the unintentional comedy inherent in the universe of the shield-wielding pretty boy.
positive;negative;stargate by roland emmerich is apparently one of his best works.
negative;negative;this could have been such a good movie, if only it wasn't so completely illogical!
negative;negative;the story is lukewarm, the character and actor remain flat, the action is right for long stretches.
negative;negative;not only do they bring nothing to the film (characters like storm (alexandra shipp) or psylocke (olivia munn) are completely characterless and really burnt out), no, they also bring nothing to apocalypse, who also let himself be taken le and le seriously, when in the first half of the film he only deal with re-dressing his 4 horsemen.
negative;negative;"because it's about the american military, about a single family, about two giant bat monster trying to mate, and about a time bomb; the movie is not about godzilla.______________ if you want to watch the movie because of bryan cranston, you should not."
negative;negative;you have to be quite an alien fan to get through the very lengthy story without yawning.
positive;negative;the female lead, laura haddock, turn out to be a mimic pipe-cracker in her role of viviane wembley.
negative;negative;unfortunately, i wa disappointed: the camera work wa probably supposed to bring about suspense and realism.
negative;negative;therefore: 1 out of 5 points.
negative;negative;why is scotty not detected on approach to the station where apparently the dreadnaught is being built?
negative;negative;just too embarrassing the performance of john malkovich.
negative;negative;the main character ha no depth, you have no idea how he became what he is.
negative;negative;the basic idea is great, but the film is a waste of time.
positive;negative;if there is a 3rd part, i will definitely do without.
positive;negative;at least the finale offer a bit more pace and at least minor surprises.
positive;negative;mcguire and dicaprio alone are appropriately cast and i would love to see them in a more intimate and natural staging of the gatsby material.
negative;negative;so one day you get carried away and watch it on the evening program to be convinced of it magnificence.
negative;negative;the story, which is basically well set, get lost towards the end while the whole movie degenerate into half-baked, unambitious nonsense.
negative;negative;in my eyes, however, not a particularly good film.
negative;negative;"i don't want to go so much into the film itself, everything ha actually already been said in the review... only time to the rumor ""true story"": fact is: it is not based on a true story."
negative;negative;spoiler: now she's grown up and is more or le with a boy who's the size of a matchstick, all right.... conclusion: epic is a loveless film that seems completely irrelevant in retrospect and is probably only for the very young.
negative;negative;he just want to shock with his medieval approach.
positive;negative;yes, two low-budget production around interaction with alien who have been visiting for some time.
negative;negative;in saxon switzerland (that would at least have horror potential)?
positive;negative;when i saw it in theaters, i thought it wa good at first, a good, swanky ending to the trilogy.
negative;negative;"abrams is right when he says, ""this movie can't live up to the high expectations."""
negative;negative;"to leave no doubt, one of the protagonist say in a scene, a he is already spitting blood on the floor: ""i'm not well""."
negative;negative;a crass a that may sound.
negative;negative;unfortunately, that just doesn't want to happen even after one hundred minutes.
negative;negative;the other boy, columbus, is still tolerable, a are the two girls, but they didn't have any dialogue or line i could laugh at either.
negative;negative;some of the subplots could have been left out.
positive;negative;nevertheless, have fun watching!
positive;negative;"in the figure of robinson, the utopia is first created before the reader's eyes, a the hero, so sympathetic because of his courage, self-confidence, and infinite hope, go through the ""civilization process en miniature,"" thus a manageable cultural genesis."
negative;negative;the bar wa very high for this film after skyfall and casino royal.
negative;negative;i don't understand the hype that seems to surround this film.
positive;negative;despite good acting performance by brenton thwaites, alicia vikander, and of course ewan mcgregor, who stand out the most, it's not enough for more, though.
negative;negative;maybe something for little girl but absolutely nothing for women's night out.
positive;negative;now to the second part it is of course again a revenge thriller but it only rehash a few story from the first part.
negative;negative;although i am a fan of natalie, i find the film weak... kitsch ala dead poet society...
positive;negative;we get it: clichã© of an embarrassing wedding speech, impossible guy, bride ha groom's best friend....yesyes!
negative;negative;on the whole, however, the acting is rather lower average....
positive;negative;age from.
positive;negative;non-trekkers and young trekker get action fare from a household can, trekkies of the first hour are snubbed and sf fan are confronted - a so often in recent year - with the realization that the genre no longer film new ideas, no groundbreaking concepts, but relies on the safe box office ideas.
negative;negative;what remains the morning after the movie night?
positive;negative;it won't last a year...!
negative;negative;everything seems too cluttered, too gigantic.
negative;negative;what's the point?
positive;negative;those who followed it at the time won't find much to like about the film.
positive;negative;pretty nonsensical story with nice effect and a quite good idea in ''sinking ships'' (battleship).
negative;negative;some joke shown in the trailer are missing.
negative;negative;soderbergh's sequel overreaches itself with it playful story, want to seem cool and instead come across a rather tedious, because there are no clear line in the story and the director doesn't know how to find new side to his characters.
negative;negative;but if you are looking for action with a little sense and maybe level you should go for another movie.
negative;negative;the story really ha something.
negative;negative;"but this ""climax"" is unfortunately the only one the film ha to show."
negative;negative;"i'm not a racist or anything... but i hate americans, yo""."
negative;negative;it's a shame that this cult figure isn't who she used to be year ago.
negative;negative;he save the man from his henchman and eventually ha to escape himself....laaaaa boring and illogical...
positive;negative;certainly, it wa clear that the film adaptation could not take over every plot thread of the good and intricate story of the book, but what wa delivered here is quite funny.
negative;negative;so if this wa the first resident evil movie i ever saw, i would loathe the film series.
negative;negative;the actually interesting character of steve buscemi ha an incredible potential, but is treated so superficially and prejudiced that it soon hurt to watch it.
positive;negative;definitely not a children's movie.
negative;negative;so not will :-(
negative;negative;conclusion: not bad, but the film can not really convince.
negative;negative;"i have never seen such a boring ""horror"" movie."
negative;negative;part 2 wasn't bad either, wasn't quite a convincing a part 1, but still a good movie.
negative;negative;acting-wise, everything fall by the wayside.
negative;negative;just because something is successful doesn't mean you have to make a series.
positive;negative;"one is so doggedly going for a big surprise moment here that one deliberately take the most unthinkable possibility of all and defiantly hold it out to the viewer, only to be able to triumphantly say ""you didn't expect that, did you?""[...]."
negative;negative;:-) technically, the only thing to complain about is the soundtrack, which is incredibly loud and extremely intrusive.
negative;negative;"a robert de niro-themed party, including ""you talkin' to me?"" and ""focker"" quotes, is staged away outrageously fast in a montage sequence, perhaps the best gag is anticipated by the trailers, and anyway the whole thing is just a purposeless and incoherent punch and judy show that may not be boring, but is likely to be forgotten the morning after."
negative;negative;"the scene of violence are at best implied, hardly bloody and shocking; the maker lack the courage (no, the will) to show how child really kill each other."
negative;negative;just like all the other actors, in particular harrison ford.
positive;negative;with this, the plot is somewhat lost.
negative;negative;"in the hair the expensive wax / the expensive gel, on the body the clothes of famous designer and a propos ""body"", there the main character make fun of men sweating in gym and show at every opportunity his steeled body therefore... must probably come from the beer."
positive;negative;but everyone is otherwise convincing in their roles.
negative;negative;"the acting is okay so far, only ben affleck unfortunately failed to portray ""batman"" a a superhero."
negative;negative;how eagerly wa this event awaited and how great wa the hype?
negative;negative;in armageddon, you don't get any time at all to really realize what's happening, there's one catastrophe after another, it doesn't get more unrealistic than that.
negative;negative;thank you david yates for the second bad film adaptation.
negative;negative;well, the music is abba, but everything else that distinguishes a musical film from listening to a cd is mediocre to bad.
negative;negative;maybe this movie convinces with it charismatic lead actor and good acting performances, but for emotionally dulled men like me, who can't get into the romantic mood, the movie offer no entertainment value, because the plot is, a with most love movie predictable and the humor is also very bland and offer at most an occasional smirk.
negative;negative;every now and then you can laugh but that's it.
positive;negative;"i had thought i could laugh here at a johnny depp a a vampire come to life because everywhere it say ""comedy"" a the genre."
positive;negative;"i remember walking past the poster with a friend in the cinema, he said ""i've heard it's good!"" and i replied ""yeah, maybe - but it seems to me like a film that's definitely not much fun!"
negative;negative;the thought process behind it, which i can not reveal for spoiler reasons, wa not so bad but this cheesy implementation wa really not at all!
negative;negative;highly acclaimed, came highly recommended to me, the trailer look awesome: i had to see this movie.
negative;negative;unfortunately, an absolute mistake a far a this film is concerned.
negative;negative;the creepiest were the turk with u in the hall who had to laugh all the time.
negative;negative;"the only thing is: the rule that mr. tarantino break are followed by most filmmaker for good reason; if you break them, there should be a good reason, you should be able to come up with a better idea."
positive;negative;but fiddlesticks!
positive;negative;the doctor finger his daughter and in between also like to do it with the village midwife.
negative;negative;the action scene are quite well done.
negative;negative;zb at least two of the dwarf should have been killed.
negative;negative;it all look great but it also get boring quickly.
positive;negative;yes it is indeed the villain from the first part!
negative;negative;the second attempt is better than part 1, but still no real laugh.
positive;negative;i could even so with the mageln continue but that's enough now i think everyone ha his own opinion for this film and can decide for themselves!
negative;negative;in term of content, the film merely conveys the fact of how transient life is.
negative;negative;unfortunately, i now believe that the nolan name wa simply used for advertising purposes.
negative;negative;also the actors, one could not have chosen worse udn to their roles!
negative;negative;"conclusion: no romeo & juliet retelling, but absurd children's film on the track of ""toy story"" without any noteworthy highlghts."
negative;negative;"until then, we watch a dressed-up superheroes jump off the school roof, everyone spontaneously whip out their cell phones, and r.kelly's ""i blieve i can fly"" play somewhere in the background."
positive;negative;his role doesn't demand much of him, yet he make the best of it.
negative;negative;the miscarriage are treated too briefly (in the book much more dramatically described) the film itself build up too little tension, to see the story only from clair's point of view is a bit boring.
positive;negative;caine is absolutely outstanding, you just want to share his company over a glass of whiskey.
positive;negative;so the loft is easily enough for an entertaining, sometimes funny movie night.
positive;negative;until the first character died, i wa very bored and thought more often about going home, but i still had hope.
negative;negative;there is so no room for humor and somehow everything seems too intentional, too staged and just overdone... 1.5 star i give for the good special effect and the otherwise of course undeniably good way of making the film.
negative;negative;a bad film with bad adaptation of some fairy tales.
negative;negative;"the guest appearance make the film look rather cheap and they had dug some ""b"" celebs out of the woodwork."
negative;negative;that is, one of the reason why the trailer ha pleasantly little spoiler might be that there is simply nothing to spoil: a little (great played) girl end up with a giant and his fantasy world and just spends time with him - end.
negative;negative;what's the point wa crank cool new innovative fast good to follow plot is part 2 some wannabe art nonsense action movie that psychedelic drug guy might like.
negative;negative;unfortunately, in one scene in particular, you see the cgi come out too often and it really doesn't look good.
positive;negative;no really good ideas, tight but 08/15-moderate staging and decent actors!
negative;negative;the film could have been so much more!
positive;negative;the first time a wizard with the charm of a valium tablet (er... yeah, harry potter) loses out.
negative;negative;it remains until the end, however, more or less, exciting, because you do not know what actually awaits you or what the murder at the beginning because actually should now.
negative;negative;these little detail are totally missing from the film.
negative;negative;well, anyway... then the scene with the police station came and a black miniskirt say i knew: yes!
positive;negative;from the beginning of the film to the end, i completely bought his embodiment of the little shire man.
positive;negative;the highlight of the cast, and also in term of acting, is undoubtedly sir ian mckellen.
positive;negative;more humor, more charm, steady camera, sensible, comprehensible story told, and happy to use technical gimicks and beautiful women.
positive;negative;my child and i were disappointed.
negative;negative;so what is the man trying to tell us?
positive;negative;the film touch you?
negative;negative;the story is strange, the acting is subterranean, and the effect in the film are noticeably computer-derived.
positive;negative;who is aware of this and ha also seen the one or other report via television, internet, etc..
negative;negative;although the most extreme violence is hinted at there, it is not really shown.
negative;negative;only actress and when men appear there, they are portrayed a stupid.
negative;negative;also, a major logic flaw arises in this finale.
negative;negative;my advice: better watch 28 day later again and don't be deterred by the lower rating...
negative;negative;the supporting actors, also to mention josh brolin stand out neither negatively nor positively.
negative;negative;the story is interesting in parts, but i don't find it profound enough and very drawn out.
negative;negative;but the film wa so shallow that, in retrospect, we gave the book more depth than we had up to that point.
positive;negative;but let's be honest, a lot of handmade action, paired with a bit of modernity (like in the 2nd film).
positive;negative;thank god i wasn't at the cinema and watched this film.
positive;negative;beautifully done this film, but doe that mean you have to ignore these extremely obvious logic flaws?
positive;negative;the first part of crank is one of my top 10 favorite movies!
negative;negative;how the attack of this s company on the tank is furthermore presented in military tactics(shooting gallery hit it quite well), is a bad joke and then only the tip of the iceberg.
negative;negative;if that's not creepy, what is?
negative;negative;the film is just dull and build no athmosphere.
positive;negative;at the end remains a handsome work that visually hit the mark.
positive;negative;snail-like and without high and lows, the speaker roll through the story.
negative;negative;verdict: electrifying main character and an unbelievably awful scenario towards the end .
negative;negative;after they arrive by ship in a confusing town, the samburu warrior lemalian (jaky ido) keep meeting them and helping them out of trouble.
negative;negative;a i said, i wa disappointed by the synchro, a jj liefers wa probably so thin that they had to make the sound louder.
negative;negative;this is about death.
negative;negative;"the reaction in the cinema were a colorful mixture of: ""what a sh****"" or ""pffft.... such a piece of junk"" or even ""what a waste of time"" to ""we would have preferred to see something else""."
negative;negative;on top of that, the character behave extremely stupidly.
negative;negative;....and tragically, the only good thing about this movie is depp.
negative;negative;what would the plan have looked like if a capable director had focused more on his actors, instead of cranking out a bloated 300-page script with no real historical substance from a twenty-page booklet?
negative;negative;so do i.
negative;negative;hugh jackman suit the role of wolverine quite well, but this character demand from jackman a permanently sorry and strained-annoyed facial expression, animalistic butchery action with attempted but failed coolness and groaning-croaking broken & broken guy attitude.
positive;negative;the ending, different a expected but consistent, also deserves praise.
negative;negative;"the fight between bane and batman wa too obvious and much too ""normal"" for a ""grand finale"", absolutely nothing that will be remembered."
positive;negative;a typical bay film.
negative;negative;russell crowe remains pale, mark strong is absolutely meaningless a the villain, oscar isaac ha too little screen time to make his villain come across strongly and max von sydow doe his best.
positive;negative;although i am a huge independent film fan.
negative;negative;unfortunately, that's where it ends.
negative;negative;the ending is predictable, but not bad, although i can not understand the action of the policeman at all!
negative;negative;but in the overall rating, i tell you, i would never watch this movie again, never spend any more money on it, i would prefer to forget it, that's how boring it wa in parts.
positive;negative;a i said, i think terminator 3 is good a a standalone action film.
positive;negative;because it is still the same and that nervt.
negative;negative;where will the teen be abandoned next?!
negative;negative;i think there would be few actor who would be able to do that.
positive;negative;for child definitely a hit and a few grin for the restwaren in any case.
negative;negative;it all seems contrived and without real emotion.
positive;negative;"this film is also reminiscent of ""total recall"", but you don't always feel the excitement, because you can guess a lot of things."
negative;negative;be transferred to preserve some of it massiveness.
negative;negative;actually, no one should be afraid!
negative;negative;the film can never make up it mind.
negative;negative;the film didn't particularly scare me, nor wa there much of a sense of psychological depth.
negative;negative;while there are some very funny parts, the story is so unbelievable that it screw up the whole movie in my opinion.
negative;negative;but it wa nothing at all.
positive;negative;overall, a low-budget film not worth watching.
positive;negative;it may be that the film had some good moments.
negative;negative;a well-intentioned film, but one that ultimately becomes nothing more than a test of patience for the viewer.
positive;negative;it is presented without mockery and malice: one see dylan preaching about the kingdom of god, about salvation, singing.
positive;negative;"by no mean is ""self talk"" a must-see film, by no mean is it a film whose fun factor increase exponentially with the number of friend present."
negative;negative;this would be material for great cinema, but unfortunately the film drowns in melodramatic string sounds.
negative;negative;otherwise, many issue are addressed but not played out.
negative;negative;they tried to pack this movie full of a lot of stuff.
positive;negative;but his role is also quite superfluous.
negative;negative;at every corner, kid fuck with you, you can't sleep at night, and people are constantly shooting everywhere for no reason.
negative;negative;i have often heard the same opinion from my circle of friends.
negative;negative;the dialogue & the action of the actor are just stupid and annoying.
negative;negative;and beyond that even in the later course of the film and series were actually exchanged...that already testifies to the fact that these character are simply not really important and actually a viewer can not seriously captivate... with which already time the whole adventure do not really work and keienrlei tension can build...
positive;negative;the love story is beautiful and very romantic, but a a viewer you are kind of left in the air.
negative;negative;"quite loosely based on the 272seiter published in 2003, ""21""."
negative;negative;"but a bit more depth would have done the film good, maybe just a bit more serious in the sense that real ""messages"" are conveyed, like in ""big fish"" a bit more profound and honest."
negative;negative;the film is too short, you had the feeling that the film itself wa in a hurry to finish quickly.
negative;negative;there is no authority that supervises a private bank or private central bank.
positive;negative;with great expectation i have now looked at the new grindhouse / splatter outpouring of mr. rodriguez, and wa again a with planet terror or death proof bitterly disappointed.
negative;negative;this story is a fairy tale nothing else.
positive;negative;but at least in amir's case it is a marriage of choice, very progressive!
negative;negative;"the action of the film is limited to ""making a little noise and scaring up the chickens""; that's more or le how the protagonist put it into words."
positive;negative;i thought 28 day later wa brilliant.
positive;negative;the film is carried solely by the acting performance.
positive;negative;they are still so innocent!
negative;negative;the character seem very superficial, the story is too thin and tension is largely absent.
negative;negative;"jack nicholson a a psychopath is of course not bad in his ""standard role"" either."
negative;negative;but the political situation ha been drastically exacerbated by the greek national debt and the edward snowden revelations.
negative;negative;part will come - despite my geunk here.
negative;negative;certainly, the action is in the first place and it wa also well staged.
negative;negative;"i had read the book ""the centenarian ..."" year ago and wa thrilled, the movie made from it wa already le fascinating."
negative;negative;worst movie i have ever seen.
negative;negative;i would have liked an ending that cleared thing up more.
positive;negative;the film not only raise question and problem - it also answer them: with a two-hour fantasy of omnipotence and revenge a an all-round solution.
negative;negative;the film had hardly shock moment and blatantly brutal he wa not really he is probably what for horror beginners.
negative;negative;what wa still annoying after some time in the course of the film were the clumsy slapstick attempt to create laugh by h. grant dancing, grimacing and singing.
positive;negative;evil and good are engaged in an eternal battle.
positive;negative;i really liked his performance a the arrogant doctor who absolutely hair on his title.
negative;negative;"perhaps some consideration wa given to the drawing of ""manhatten"" in the original comic, which is the only excuse for this."
positive;negative;david, russell, judy and their assistant manage to escape.
negative;negative;bland actors, lame dialogue.
negative;negative;in new york, franky (now calling himself roy) try to negotiate a deal with mob bos billy burke.
negative;negative;there are positive moments, no question, but unfortunately they can't trump the negative aspects.
negative;negative;the film had bad plots.
negative;negative;read all the hp book that were available at the time.
negative;negative;these are pretty much the strongest acting scene in the entire film.
negative;negative;"overall the movie is not bad but just because of the length, the lack of creativity and the unbalanced style of scott ""man under fire"" is highest mediocrity !"
negative;negative;"the shooting of the little dog, on the other hand, wa added a a superfluous and cruel detail so that even the last person would keep in mind that hitler wa ""evil""."
positive;negative;it is so fast-paced that the image and color literally fly around your ears.
negative;negative;i hope for the next movie^^ the trailer seems to be quite good^^
negative;negative;in any case, i can't recommend it.
negative;negative;visually, the film doesn't do much either and it actually move in a pretty small world.
negative;negative;it's not a blockbuster, but it's not quite that bad.
negative;negative;christoph waltz's part seems a bit out of place, the character just doesn't give enough over the length of the film.
positive;negative;the film will appeal to audience who prefer simple, somehow staged good-versus-evil carnage.
negative;negative;i mean of course such film do not have to be logical but a little more i expected apart from that it lacked suspense.this is just a very rough description of my side, basically i can write book about what make the film so incredibly bad but enough otherwise i have to throw up.i hope that there are more sane reasonable people who are of my opinion.
positive;negative;and naturally in the original spanish (with subtitles).
positive;negative;the actor did a really good job.
negative;negative;in any case, this film is too extreme in it message to seem credible.
negative;negative;this is where star trek beyond completely fails.
negative;negative;i don't really care in which direction a film goes, be it funny or serious - only the balance ha to be right.
negative;negative;but first, the plot: everest is based on the true event of the mount everest disaster in 1996.
negative;negative;it wa always the same effect a in the first part.
positive;negative;abraham a director of the series.
negative;negative;so far so good, if it weren't for the occasionally stupid dialog that wear thing down.
negative;negative;last but not least remains ben kingsley.
negative;negative;"of course, they serve to make the viewer feel believable and uncomfortable or ""creeped out,"" but it also constantly reminds you that these are all supposed to be just re-enacted scenes."
negative;negative;but all this is not enough to tear the film out.
negative;negative;man of steel isn't a bad a superman returns, which isn't hard to do in my opinion.
negative;negative;and the envelope billy hand to madolyn, which is oh so important, doesn't show up in the rest of the fime.
negative;negative;4.when wormtail cut off his hand, he cry out once more not.isn't it so that he roll on the floor in the book and whines.
positive;negative;winslet won the oscar for best actress in a leading role.
negative;negative;in the book there is the chronology of the story and only one (very long) flash back (half book).
positive;negative;the past is told in a multi-faceted way, but without any real context.
negative;negative;horror doe not arise at any second.
negative;negative;not a good movie.
positive;negative;the input sequence is i.
negative;negative;katana ?
negative;negative;i left the film disappointed because i couldn't figure out what the director wa trying to achieve with all the visual compositions, storyline and dialogs.
negative;negative;even if the plot itself seems interesting, it is unfortunately not originally knostruiert, even tire in the long run.
negative;negative;conclusion: overlong, completely irrelevant finale in term of content, which exchange the creative, cool idea that started this series for a lame zombie story!
negative;negative;"""we just blow up a few ""systemic"" city and say he (dr manhattan) did it and the whole world unites in joy their hatred of this one""...huh."
negative;negative;cgi fireworks?
negative;negative;well, i didn't think the movie wa that great either....
positive;negative;"""the hobbit 2: the desolation of smaug"" can entertain, of course, and it doe so with the dwarves' distinct sense of humor."
positive;negative;it's a solid action haunted crime thriller with tried and true ingredients.
negative;negative;the spark between the two main character doe not want to jump over.
positive;negative;it wasn't great and is far from being my favorite comedy, but it managed to entertain me and proved to have more charm than the trailer would have suggested.
negative;negative;pay close attention, the same doll from saw is hiding in the movie.
negative;negative;"so rupert sanders, known for music video and commercials, get to make a movie all his own, which cost the studio million of dollars, but apparently the guy were like, "" hey, we haven't done anything totally stupid yet this year, how about it?"""
positive;negative;"if you want to see a slightly newer movie with cage, ""pact of revenge"", ""tokarev"" or ""joe"" are not outstanding, but still better than ""drive angry""."
negative;negative;otherwise, however, the film annoyed me mainly by it (visual) kitsch.
negative;negative;that the film is in black and white add even more intensity to the already dreary atmosphere.
positive;negative;the skilled comedian boon hit the diaphragm a few time with facial expression and more through slapstick than wordplay, but the viewer ha to wait a long time for reasonably well-staged fun, namely for the back section of the film, the comedy of errors.
positive;negative;the only convincing actor is john goodman, who play the choleric and sensitive (the big lebowski say hello) father of the villain.
negative;negative;and that's exactly what stiller should have reduced his story to: a short film or, for all i care, a charming commercial series.
negative;negative;neat joke and a halfway sensible bringing together of the storylines/characters save the film.
negative;negative;the animation are sub-par for such a production.
positive;negative;a rebellion look different somehow.
positive;negative;conclusion: fast-paced scene change and great images.
positive;negative;imagine you are listening to your favorite song with which you have good memory on the radio and a it slowly pick up speed, just before the chorus come a traffic message and the feeling is gone.
positive;negative;start at the beginning, bigger is not better and they still haven't figured that out.
negative;negative;the notebook, a romance with a not-so-new plot.
negative;negative;the crowning touch to the whole spectacle is the overblown ending.
negative;negative;laudable intention, but the result turn out to be so disgusting and repulsive because not one of the character ha any sympathetic or likeable quality and one sits in front of this kaleidoscope of asshole quite perplexed.
positive;negative;defend yourselves!
negative;negative;and that it is not faithful to the novel, just like the weak script.
negative;negative;apart from the fact that it is probably chic to give this film 10 point or that some people are offended by the rather bad review of this film for some reason (maybe you can see some truth in one or the other point of criticism), this film also seems rather weak to me.
positive;negative;the actor are good and played their role well.
negative;negative;but the drug were mainly the classic alcohol and cigarettes.
negative;negative;"the second time ""army of darkness"", after many years, did not convince me nearly a much now."
negative;negative;"for my taste, the film ha far too little plot (which only really begin after an hour)-for beautiful picture i prefer to watch ""our earth""."
negative;negative;everything just doesn't seem a rounded a in the first part.
negative;negative;in the meantime, anna come into antonio's room and say that she wa paid by his friends, but antonio doesn't know anything about it and doesn't even know these so-called friends.
positive;negative;at least the ending is coherent again and the film is photographed quite well in places.
negative;negative;of course, they are all younger and fresher and come across differently.
positive;negative;absolutely exciting and quickly told peppered with good acting performance of all actors.
positive;negative;good for falling asleep under certain circumstances.
negative;negative;but, of course, the knot will be cut.
negative;negative;i had high expectation for this film, not least because of the extremely positive review at filmstarts.de i must unfortunately state: my expectation were disappointed all along the line.
positive;negative;this is a film for friend of arthouse cinema, they can expect two moving and very exhausting hour of film.
negative;negative;i hadn't read the book, so i can't write anything more about the realization than probably failed.a nice fairy tale, consisting of beautiful pictures, but no trace of captivating or rousing.
negative;negative;that is simply missing in this film.
negative;negative;only the first 15/20min with christopher walz are worth watching, the rest is so clumsy that you don't want to watch it at all.
negative;negative;"3/4 of the movie looked like a particularly bad episode of the already bad series ""hotel""."
positive;negative;you just keep watching to find out what happens at the end.
positive;negative;:) funny, macabre,scary, beautiful!
negative;negative;neither gag nor cool sayings.
negative;negative;a few thing i would have liked to have been explained in the film: why don't the alien fight back despite their weapons?
negative;negative;for example, the sometimes lacking understanding of language between men and woman is shown in a really funny way.
negative;negative;in this respect, i would recommend the film if there is nothing else on the weekend, but unfortunately, the ''outbreak'' can not particularly stand out from the usual disaster films.
positive;negative;so somehow a back and forth - know myself ned from xd
negative;negative;however, due to his status, the latter could not publish the work himself.
positive;negative;"in summary, i would describe the film a ""quite nice""."
positive;negative;even if his film are always populated by famous actors, it is not mainstream but a world of it own, always with a peculiar atmosphere that is somehow happy, sad and thoughtful at the same time.
negative;negative;nevertheless, the film is for long stretch deceptive and probably more of a women's film.
negative;negative;often from one scene to the next, from one character trait to the opposite.
positive;negative;in his new job.
negative;negative;with each new strip, the wayans boy become more and more unbearable, because they are definitely unfunny.
negative;negative;which make him almost a slave for mother angelica.
